Profile Name,Sent Utc Ts,Message Name,Channel,Country Iso Code,Account Locale,Email Locale,Title Name,Email Domain Name,Link Url,Click Utc Ts,Device Model,Click Cnt
Jessica,2022-12-16 11:59:53,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,The Recruit,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-12-15 15:41:19,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,The Big 4,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-12-15 10:44:48,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,The Big 4,GMAIL.COM,,,--,0
Jessica,2022-12-15 10:44:48,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,The Big 4,GMAIL.COM,,,--,0
Jessica,2022-11-17 15:10:23,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,1899,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-11-17 11:54:26,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,1899,GMAIL.COM,,,--,0
Jessica,2022-11-17 11:54:26,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,1899,GMAIL.COM,,,--,0
Jessica,2022-11-13 15:31:16,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Falling for Christmas,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-11-13 12:07:05,Inapp New Arrivals,NOTIFICATIONS,BR,pt-BR,,Falling for Christmas,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-11-13 12:07:05,EMAIL_NEW_ARRIVALS,EMAIL,BR,pt-BR,pt-BR,Falling for Christmas,GMAIL.COM,,,--,0
Jessica,2022-11-11 15:59:13,PUSH_NEW_SEASON_ALERT,PUSH,BR,pt-BR,pt-BR,The Crown,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-11-11 14:51:16,EMAIL_NEW_SEASON_ALERT,EMAIL,BR,pt-BR,pt-BR,The Crown,GMAIL.COM,,,--,0
Jessica,2022-11-11 14:51:16,Inapp New Season Alert,NOTIFICATIONS,BR,pt-BR,,The Crown,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-11-11 14:46:52,Inapp New Season Alert,NOTIFICATIONS,BR,pt-BR,,The Crown,GMAIL.COM,,,--,0
Jessica,2022-11-09 15:38:12,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,The Soccer Football Movie,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-11-09 09:18:45,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,The Soccer Football Movie,GMAIL.COM,,,--,0
Jessica,2022-11-09 09:18:45,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,The Soccer Football Movie,GMAIL.COM,,,--,0
Jessica,2022-11-08 16:08:21,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,The Claus Family 2,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-11-08 16:08:18,EMAIL_NEW_ARRIVALS_TITLE_GROUPS,EMAIL,BR,pt-BR,pt-BR,The Claus Family 2,GMAIL.COM,,,--,0
Jessica,2022-11-05 16:05:07,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,Enola Holmes 2,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-11-05 00:47:49,EMAIL_NEW_ARRIVALS_TITLE_GROUPS,EMAIL,BR,pt-BR,pt-BR,Enola Holmes 2,GMAIL.COM,,,--,0
Jessica,2022-11-03 15:25:27,PUSH_ORIGINALS_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,Enola Holmes 2,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-11-02 22:51:47,EMAIL_ORIGINALS_PREPROMOTE_TITLE_GROUPS,EMAIL,BR,pt-BR,pt-BR,Enola Holmes 2,GMAIL.COM,,,--,0
Jessica,2022-10-30 03:41:09,Profile Transfer Fully Enabled Confirmation,EMAIL,BR,pt-BR,pt-BR,,GMAIL.COM,,,--,0
Jessica,2022-10-29 15:38:01,Multichannel What To Watch,NOTIFICATIONS,BR,,,Manifest,GMAIL.COM,,,--,0
Jessica,2022-10-29 15:38:01,Multichannel What To Watch,PUSH,BR,pt-BR,pt-BR,Manifest,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-10-29 15:04:46,Multichannel What To Watch,EMAIL,BR,pt-BR,pt-BR,Manifest,GMAIL.COM,,,--,0
Jessica,2022-10-28 16:22:29,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,If Only,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-10-28 13:18:48,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,If Only,GMAIL.COM,,,--,0
Jessica,2022-10-28 13:18:47,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,If Only,GMAIL.COM,,,--,0
Jessica,2022-10-27 16:44:05,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Daniel Spellbound,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-10-27 16:42:04,PUSH_NEW_SEASON_ALERT,PUSH,BR,pt-BR,pt-BR,Family Reunion,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-10-27 11:06:09,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Daniel Spellbound,GMAIL.COM,,,--,0
Jessica,2022-10-27 11:06:09,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Daniel Spellbound,GMAIL.COM,,,--,0
Jessica,2022-10-27 11:05:28,Inapp New Season Alert,NOTIFICATIONS,BR,pt-BR,,Family Reunion,GMAIL.COM,,,--,0
Jessica,2022-10-27 11:05:28,EMAIL_NEW_SEASON_ALERT,EMAIL,BR,pt-BR,pt-BR,Family Reunion,GMAIL.COM,,,--,0
Jessica,2022-10-25 20:18:01,EMAIL_ORIGINALS_PREPROMOTE,EMAIL,BR,pt-BR,pt-BR,Family Reunion,GMAIL.COM,,,--,0
Jessica,2022-10-25 20:18:01,Inapp Originals Prepromote,NOTIFICATIONS,BR,pt-BR,,Family Reunion,GMAIL.COM,,,--,0
Jessica,2022-10-24 19:41:02,Inapp Originals Prepromote,NOTIFICATIONS,BR,pt-BR,,The Good Nurse,GMAIL.COM,,,--,0
Jessica,2022-10-24 19:41:02,EMAIL_ORIGINALS_PREPROMOTE,EMAIL,BR,pt-BR,pt-BR,The Good Nurse,GMAIL.COM,,,--,0
Jessica,2022-10-24 19:41:02,PUSH_ORIGINALS_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,The Good Nurse,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-10-23 15:10:13,PUSH_CONTENT_LEAVING_THE_SERVICE,PUSH,BR,pt-BR,pt-BR,Sonic the Hedgehog,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-10-23 14:26:45,EMAIL_CONTENT_LEAVING_THE_SERVICE,EMAIL,BR,pt-BR,pt-BR,Sonic the Hedgehog,GMAIL.COM,,,--,0
Jessica,2022-10-23 14:26:45,Inapp Content Leaving The Service,NOTIFICATIONS,BR,pt-BR,,Sonic the Hedgehog,GMAIL.COM,,,--,0
Jessica,2022-10-20 03:58:32,Profile Transfer Implicit Approval Pending Email,EMAIL,BR,pt-BR,pt-BR,,GMAIL.COM,,,--,0
Jessica,2022-10-19 16:33:10,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,The School for Good and Evil,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-10-19 14:02:43,EMAIL_NEW_ARRIVALS,EMAIL,BR,pt-BR,pt-BR,The School for Good and Evil,GMAIL.COM,,,--,0
Jessica,2022-10-19 14:02:42,Inapp New Arrivals,NOTIFICATIONS,BR,pt-BR,,The School for Good and Evil,GMAIL.COM,,,--,0
Jessica,2022-10-16 15:42:02,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,The Curse of Bridge Hollow,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-10-16 13:46:47,Inapp New Arrivals,NOTIFICATIONS,BR,pt-BR,,The Curse of Bridge Hollow,GMAIL.COM,,,--,0
Jessica,2022-10-16 13:46:47,EMAIL_NEW_ARRIVALS,EMAIL,BR,pt-BR,pt-BR,The Curse of Bridge Hollow,GMAIL.COM,,,--,0
Jessica,2022-10-12 21:04:23,EMAIL_ORIGINALS_PREPROMOTE,EMAIL,BR,pt-BR,pt-BR,The Curse of Bridge Hollow,GMAIL.COM,,,--,0
Jessica,2022-10-12 21:04:23,Inapp Originals Prepromote,NOTIFICATIONS,BR,pt-BR,,The Curse of Bridge Hollow,GMAIL.COM,,,--,0
Jessica,2022-10-12 21:04:23,PUSH_ORIGINALS_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,The Curse of Bridge Hollow,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-10-12 15:25:24,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Wild Croc Territory,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-10-12 11:25:58,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Wild Croc Territory,GMAIL.COM,,,--,0
Jessica,2022-10-12 11:25:57,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Wild Croc Territory,GMAIL.COM,,,--,0
Jessica,2022-10-07 16:30:10,PUSH_NEW_BATCH_ALERT,PUSH,BR,pt-BR,pt-BR,TIGER & BUNNY,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-10-07 16:21:48,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Glitch,GMAIL.COM,,,--,0
Jessica,2022-10-07 16:21:48,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Glitch,GMAIL.COM,,,--,0
Jessica,2022-10-07 16:21:48,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Glitch,GMAIL.COM,,2022-10-07 16:25:45,Xiaomi_M2101K7AG,1
Jessica,2022-10-07 10:07:09,Inapp New Batch Alert,NOTIFICATIONS,BR,pt-BR,,TIGER & BUNNY,GMAIL.COM,,,--,0
Jessica,2022-10-07 10:07:09,EMAIL_NEW_BATCH_ALERT,EMAIL,BR,pt-BR,pt-BR,TIGER & BUNNY,GMAIL.COM,,,--,0
Jessica,2022-10-05 15:15:18,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,High Water,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-10-05 09:14:55,EMAIL_NEW_ARRIVALS,EMAIL,BR,pt-BR,pt-BR,High Water,GMAIL.COM,,,--,0
Jessica,2022-10-05 09:14:55,Inapp New Arrivals,NOTIFICATIONS,BR,pt-BR,,High Water,GMAIL.COM,,,--,0
Jessica,2022-10-04 15:30:44,PUSH_ORIGINALS_PREPROMOTE,PUSH,BR,pt-BR,pt-BR,High Water,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-10-03 23:25:15,EMAIL_ORIGINALS_PREPROMOTE,EMAIL,BR,pt-BR,pt-BR,High Water,GMAIL.COM,,,--,0
Jessica,2022-10-03 23:25:15,Inapp Originals Prepromote,NOTIFICATIONS,BR,pt-BR,,High Water,GMAIL.COM,,,--,0
Jessica,2022-10-01 16:53:11,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,The Boss Baby,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-10-01 04:52:36,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,The Boss Baby,GMAIL.COM,,,--,0
Jessica,2022-10-01 04:52:35,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,The Boss Baby,GMAIL.COM,,,--,0
Jessica,2022-09-28 15:16:10,PUSH_WATCH_IT_AGAIN,PUSH,BR,pt-BR,pt-BR,Smother-in-Law,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-09-28 15:16:06,Inapp Watch It Again,NOTIFICATIONS,BR,pt-BR,,Smother-in-Law,GMAIL.COM,,,--,0
Jessica,2022-09-28 15:16:06,EMAIL_WATCH_IT_AGAIN,EMAIL,BR,pt-BR,pt-BR,Smother-in-Law,GMAIL.COM,,,--,0
Jessica,2022-09-27 16:45:29,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Minions & More Volume 1,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-09-27 05:29:14,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Minions & More Volume 1,GMAIL.COM,,,--,0
Jessica,2022-09-27 05:29:14,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Minions & More Volume 1,GMAIL.COM,,,--,0
Jessica,2022-09-24 16:07:16,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Fullmetal Alchemist The Final Alchemy,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-09-24 15:19:25,PUSH_NEW_ARRIVALS,PUSH,BR,pt-BR,pt-BR,DAHMER,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-09-24 14:28:00,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Fullmetal Alchemist The Final Alchemy,GMAIL.COM,,,--,0
Jessica,2022-09-24 14:27:59,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Fullmetal Alchemist The Final Alchemy,GMAIL.COM,,,--,0
Jessica,2022-09-24 09:12:10,EMAIL_NEW_ARRIVALS,EMAIL,BR,pt-BR,pt-BR,DAHMER,GMAIL.COM,,,--,0
Jessica,2022-09-24 09:12:10,Inapp New Arrivals,NOTIFICATIONS,BR,pt-BR,,DAHMER,GMAIL.COM,,,--,0
Jessica,2022-09-21 23:37:27,Edr Request Verification,EMAIL,BR,pt-BR,pt-BR,,GMAIL.COM,https://www.netflix.com/account/getmyinfo?msg_token=EQIAmQABAYEAjhuuKPRN5DAvuAfjZcWinzQZs%2BRLss7dIcffuia7yrkWJC40RPTI08qu8Dar5tsQs8Mw5XjF7UUtlPTmdoJfLCRcMIRJ40wFZxAgLB4pbaxQ%2Bi9BxVIAN19wVUupxEz43ra8tEm%2B9FYGEljxVWlNAFdVfK4IKIplxYN7VP7qEZ8egQANq4YHZxXhuvsMM7EVQgIKVDsINTs9UuEQMcAypOwHcfLusCLf9ORs2w2mG8bJYkP95Q3rlsoDJQI1O6UcmAN%2BRJ1r1P4kDn%2BVjFJPUuMCIVC1wYbQgzUSdcWT2S57gkGbt8WYv%2FsfWBd5g5oLRW5Icc9Rzx3JdDWouyV38UDYtpg%3D&g=5b3cfefc-d10f-4d8e-a92e-718576f86e10&edr_id=551ff538-56fa-413a-a457-d87f0b795761&lkid=URL_EDR_APPROVE&lnktrk=EVO&nftoken=BQAbAAEBECoq8LNc%2BXOz9ftN1ElTifGAoEraV13rVd4hOoMSjBGPsrtAvPqc0tGwmBs5uA4Z9Pue4IhPKZB5ODst%2B5WkV0y0434%2BDpQcTolYmyK8ILRFiIzJ1m1BfqXTF67nKzCfds%2FGAfYpx2G1Oq1Hn9naV6dLobu4jVYXwghs%2BA3nLc3dUK3FlOW1K6PIPzOpyZtSRUOltR1uzg6%2Fcpqe9MhP3AWjss6GuWPPN%2BxeezEVNhx%2Fr4Q%3D&action=approve,2022-09-21 23:37:43,--,1
Jessica,2022-09-16 16:52:18,PUSH_NEW_SEASON_ALERT_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Fate: The Winx Saga,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-09-16 15:56:29,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Gymnastics Academy: A Second Chance,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-09-16 15:29:27,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Gymnastics Academy: A Second Chance,GMAIL.COM,,,--,0
Jessica,2022-09-16 15:29:27,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Gymnastics Academy: A Second Chance,GMAIL.COM,,,--,0
Jessica,2022-09-16 14:01:03,EMAIL_NEW_SEASON_ALERT_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Fate: The Winx Saga,GMAIL.COM,,,--,0
Jessica,2022-09-16 14:01:02,Inapp New Season Alert Remind Me,NOTIFICATIONS,BR,pt-BR,,Fate: The Winx Saga,GMAIL.COM,,,--,0
Jessica,2022-09-15 16:33:13,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Liss Pereira: Adulting,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-09-15 10:56:06,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Liss Pereira: Adulting,GMAIL.COM,,,--,0
Jessica,2022-09-15 10:56:06,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Liss Pereira: Adulting,GMAIL.COM,,,--,0
Jessica,2022-09-14 16:41:26,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Dolittle,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-09-14 04:19:09,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Dolittle,GMAIL.COM,,,--,0
Jessica,2022-09-14 04:19:09,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Dolittle,GMAIL.COM,,,--,0
Jessica,2022-09-09 15:59:23,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,End of the Road,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-09-09 15:33:28,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,No Limit,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-09-09 11:57:15,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,End of the Road,GMAIL.COM,,,--,0
Jessica,2022-09-09 11:57:14,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,End of the Road,GMAIL.COM,,,--,0
Jessica,2022-09-09 08:13:58,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,No Limit,GMAIL.COM,,,--,0
Jessica,2022-09-09 08:13:58,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,No Limit,GMAIL.COM,,,--,0
Jessica,2022-09-08 15:02:43,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,The Anthrax Attacks,GMAIL.COM,,,Xiaomi_M2101K7AG_chid_497730f0-ad4b-11e7-95a4-c7ad113ce187,0
Jessica,2022-09-08 10:29:18,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,The Anthrax Attacks,GMAIL.COM,,,--,0
Jessica,2022-09-08 10:29:17,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,The Anthrax Attacks,GMAIL.COM,,,--,0
Jessica,2022-09-02 16:15:22,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Ivy + Bean: The Ghost That Had to Go,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-09-02 16:14:21,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,You’re Nothing Special,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-09-02 15:05:35,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,BR,pt-BR,pt-BR,Fakes,GMAIL.COM,,,Xiaomi_M2101K7AG,0
Jessica,2022-09-02 11:17:24,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Ivy + Bean: The Ghost That Had to Go,GMAIL.COM,,,--,0
Jessica,2022-09-02 11:17:24,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,Ivy + Bean: The Ghost That Had to Go,GMAIL.COM,,,--,0
Jessica,2022-09-02 10:38:17,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,You’re Nothing Special,GMAIL.COM,,,--,0
Jessica,2022-09-02 10:38:16,Inapp New Arrivals Remind Me,NOTIFICATIONS,BR,pt-BR,,You’re Nothing Special,GMAIL.COM,,,--,0
Jessica,2022-09-02 08:26:54,EMAIL_NEW_ARRIVALS_REMIND_ME,EMAIL,BR,pt-BR,pt-BR,Fakes,GMAIL.COM,,,--,0
